EVENT_ID,BEGIN_DATE,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,
1016343,5/10/2022,1819,34.6526,-101.4962,
1027741,5/10/2022,1828,35.33,-101.39,
1027738,5/10/2022,1834,35.25,-102.36,
1027743,5/10/2022,1845,35.7,-101.4,
1027744,5/10/2022,1851,35.04,-101.19,
1022219,5/10/2022,1854,32.1066,-101.6235,
1016353,5/10/2022,1857,33.4093,-102.6123,
1016359,5/10/2022,1859,33.0088,-102.9616,
1027746,5/10/2022,1901,35.04,-101.19,
1022222,5/10/2022,1902,31.66,-101.6,
1027726,5/10/2022,1905,35.6,-100.96,
1027749,5/10/2022,1906,35.61,-101,
1022224,5/10/2022,1907,32.2295,-101.4942,
1027745,5/10/2022,1907,35.55,-100.93,
1016360,5/10/2022,1917,33.5221,-102.37,
1027747,5/10/2022,1928,36.22,-100.41,
1027748,5/10/2022,1935,35.69,-100.46,
1016371,5/10/2022,1940,33.58,-102.17,
1022227,5/10/2022,1943,32.7589,-101.3982,
1016373,5/10/2022,1943,33.6,-102.05,
1022229,5/10/2022,1956,32.88,-101.18,
1022242,5/10/2022,2000,32.72,-100.8484,
1016374,5/10/2022,2002,34.0932,-102.13,
1016375,5/10/2022,2009,33.0807,-101.5186,
1016380,5/10/2022,2030,33.5411,-101.8121,
1030116,5/10/2022,2034,31.37,-100.49,
1016383,5/10/2022,2044,33.5214,-101.1636,
1016385,5/10/2022,2047,33.4198,-102.0598,
1016719,5/10/2022,2058,33.8833,-101.3935,
1016387,5/10/2022,2103,33.7701,-101,
1016388,5/10/2022,2118,33.9421,-100.8394,
1016389,5/10/2022,2140,34.3865,-100.9102,
1016390,5/10/2022,2141,34.2655,-100.6,
1016391,5/10/2022,2146,33.9177,-100.4234,
1016396,5/10/2022,2240,33.9868,-100.3968,
1027307,5/10/2022,2318,29.37,-100.77,
1027759,5/11/2022,1627,36.03,-102.55,
1030193,5/13/2022,1915,32.42,-98.81,
1030125,5/13/2022,1928,31.89,-99.12,
1032205,5/15/2022,2020,33.8129,-96.6006,
1032200,5/15/2022,2035,33.64,-96.61,
1032219,5/15/2022,2035,33.6232,-96.1594,
1032202,5/15/2022,2041,33.64,-95.91,
1032212,5/15/2022,2050,33.6,-95.91,
1032217,5/15/2022,2100,33.4156,-95.8575,
1032290,5/15/2022,2100,33.43,-95.94,
1032253,5/15/2022,2110,33.4,-95.81,
1032255,5/15/2022,2110,33.46,-95.75,
1032264,5/15/2022,2117,33.4226,-95.8611,
1032267,5/15/2022,2135,32.88,-96.1,
1032287,5/15/2022,2138,33.33,-95.39,
1032289,5/15/2022,2148,33.19,-95.37,
1032291,5/15/2022,2149,32.73,-96.4,
1032288,5/15/2022,2150,32.69,-95.88,
1023757,5/15/2022,2214,33.1693,-95.2205,
1023761,5/15/2022,2217,33.0497,-95.2379,
1032292,5/15/2022,2217,32.69,-95.96,
1023762,5/15/2022,2225,33.0521,-95.2672,
1032294,5/15/2022,2240,32.32,-96.15,
1023764,5/15/2022,2300,32.6713,-95.1333,
1023766,5/15/2022,2306,32.6108,-94.9154,
1021945,5/16/2022,1741,32.7467,-102.6368,
1017990,5/16/2022,1842,32.97,-101.8473,
1017989,5/16/2022,1908,32.97,-101.8473,
1027769,5/16/2022,1929,36.02,-102.55,
1017992,5/16/2022,1930,33.4505,-101.6255,
1027770,5/16/2022,2002,36.03,-102.55,
1017993,5/16/2022,2005,33.6698,-101.3677,
1017994,5/16/2022,2015,33.5214,-101.1636,
1017996,5/16/2022,2019,33.7701,-101,
1017997,5/16/2022,2037,33.1902,-101.3678,
1018000,5/16/2022,2040,33.9414,-100.8403,
1018001,5/16/2022,2112,33.5646,-100.4905,
1018002,5/16/2022,2119,34.2655,-100.6,
1018003,5/16/2022,2132,33.9033,-100.1367,
1027772,5/16/2022,2142,35.24,-101.72,
1032799,5/16/2022,2144,33.99,-99.96,
1027768,5/17/2022,1728,35.3,-101.54,
1018219,5/17/2022,1844,33.9419,-100.8382,
1027840,5/18/2022,2123,36.37,-101.19,
1027841,5/18/2022,2215,36.41,-100.75,
1027842,5/18/2022,2257,35.91,-100.28,
1032329,5/21/2022,1820,31.61,-97.23,
1032337,5/21/2022,1906,31.75,-96.66,
1032338,5/21/2022,1915,31.73,-96.53,
1032331,5/21/2022,1918,31.6388,-96.5144,
1032339,5/21/2022,1922,31.61,-96.44,
1032340,5/21/2022,1925,31.59,-96.53,
1032342,5/21/2022,2015,31.7,-95.73,
1027145,5/21/2022,2041,32.39,-94.87,
1027146,5/21/2022,2105,31.94,-95.25,
1027147,5/21/2022,2114,32.14,-95.32,
1027149,5/21/2022,2137,32.14,-95.01,
1027150,5/21/2022,2137,32.0933,-94.9307,
1027151,5/21/2022,2138,32.3466,-95.3006,
1027152,5/21/2022,2204,32.35,-94.71,
1027153,5/21/2022,2240,32.61,-94.29,
1027154,5/21/2022,2248,32.74,-94.19,
1027561,5/22/2022,30,28.84,-97.99,
1030367,5/22/2022,155,28.8139,-97.0021,
1030369,5/22/2022,200,28.8,-96.97,
1030372,5/22/2022,705,27.3,-97.82,
1018258,5/23/2022,1847,33.7339,-102.7317,
1018260,5/23/2022,1938,33.7341,-102.732,
1030815,5/23/2022,1956,28.1297,-99.3344,
1017055,5/23/2022,2100,26.76,-98.4871,
1018267,5/23/2022,2105,34.1933,-102.7434,
1017059,5/23/2022,2200,26.3577,-98.1437,
1017058,5/23/2022,2200,26.4769,-98.3859,
1017056,5/23/2022,2205,26.3707,-98.327,
1018271,5/23/2022,2214,34.203,-102.3807,
1017057,5/23/2022,2225,26.4169,-98.119,
1018268,5/23/2022,2342,33.8577,-101.7695,
1018269,5/24/2022,226,34.4312,-100.2846,
1016423,5/24/2022,915,29.3169,-94.8158,
1031821,5/24/2022,1409,32.38,-94.71,
1018729,5/24/2022,1511,33.0088,-102.9616,
1022609,5/24/2022,1550,32.74,-102.64,
1018730,5/24/2022,1553,33.0088,-102.9616,
1018732,5/24/2022,1557,33.4101,-102.6136,
1018731,5/24/2022,1600,33.7309,-102.7309,
1022614,5/24/2022,1617,32.94,-102.56,
1018735,5/24/2022,1626,33.5221,-102.37,
1029669,5/24/2022,1630,31.2,-99.58,
1018734,5/24/2022,1631,33.33,-102.2346,
1029657,5/24/2022,1639,31.49,-99.15,
1018738,5/24/2022,1651,33.4198,-102.0598,
1025299,5/24/2022,1715,31.8655,-101.4787,
1029660,5/24/2022,1717,31.23,-99.21,
1022648,5/24/2022,1719,31.95,-102.3561,
1018739,5/24/2022,1722,33.5214,-101.1636,
1022660,5/24/2022,1732,31.93,-102.2,
1029664,5/24/2022,1735,31.19,-99.45,
1029670,5/24/2022,1745,31.27,-98.94,
1029666,5/24/2022,1845,31.42,-100.73,
1029662,5/24/2022,1846,31.67,-100.74,
1032742,5/24/2022,1911,33.4507,-99.8568,
1018269,5/24/2022,226,34.4312,-100.2846,
1016423,5/24/2022,915,29.3169,-94.8158,
1031821,5/24/2022,1409,32.38,-94.71,
1018729,5/24/2022,1511,33.0088,-102.9616,
1022609,5/24/2022,1550,32.74,-102.64,
1018730,5/24/2022,1553,33.0088,-102.9616,
1018732,5/24/2022,1557,33.4101,-102.6136,
1018731,5/24/2022,1600,33.7309,-102.7309,
1022614,5/24/2022,1617,32.94,-102.56,
1018735,5/24/2022,1626,33.5221,-102.37,
1029669,5/24/2022,1630,31.2,-99.58,
1018734,5/24/2022,1631,33.33,-102.2346,
1029657,5/24/2022,1639,31.49,-99.15,
1018738,5/24/2022,1651,33.4198,-102.0598,
1025299,5/24/2022,1715,31.8655,-101.4787,
1029660,5/24/2022,1717,31.23,-99.21,
1022648,5/24/2022,1719,31.95,-102.3561,
1018739,5/24/2022,1722,33.5214,-101.1636,
1022660,5/24/2022,1732,31.93,-102.2,
1029664,5/24/2022,1735,31.19,-99.45,
1029670,5/24/2022,1745,31.27,-98.94,
1029666,5/24/2022,1845,31.42,-100.73,
1029662,5/24/2022,1846,31.67,-100.74,
1032742,5/24/2022,1911,33.4507,-99.8568,
1032744,5/24/2022,1929,33.4507,-99.8568,
1032345,5/24/2022,1950,31.61,-97.22,
1027575,5/24/2022,2011,30.76,-98.23,
1031103,5/24/2022,2054,28.45,-99.22,
1033147,5/24/2022,2115,27.54,-99.46,
1027576,5/24/2022,2215,30.467,-97.8214,
1027588,5/24/2022,2218,30.3947,-97.7529,
1027589,5/24/2022,2220,30.38,-97.74,
1027610,5/24/2022,2227,30.5409,-97.7346,
1027608,5/24/2022,2227,30.45,-97.62,
1027614,5/24/2022,2234,30.43,-97.62,
1027615,5/24/2022,2236,30.2,-97.67,
1027681,5/24/2022,2245,29.36,-99.18,
1027824,5/24/2022,2247,29.37,-98.73,
1027687,5/24/2022,2247,30.1,-97.9,
1027827,5/24/2022,2249,29.47,-98.59,
1027829,5/24/2022,2251,29.53,-98.47,
1027838,5/24/2022,2251,29.3933,-98.6794,
1027843,5/24/2022,2254,29.52,-98.42,
1028050,5/24/2022,2259,29.34,-98.85,
1028054,5/24/2022,2259,29.59,-98.51,
1028055,5/24/2022,2306,29.34,-98.47,
1028056,5/24/2022,2311,29.59,-98.48,
1031346,5/24/2022,2337,27.51,-97.86,
1028061,5/24/2022,2355,28.82,-97.87,
1031351,5/25/2022,10,27.63,-97.32,
1031414,5/25/2022,40,28.8604,-97.3431,
1031450,5/25/2022,45,28.82,-97.22,
1031434,5/25/2022,47,28.8629,-97.1482,
1031436,5/25/2022,47,28.8856,-97.0015,
1031415,5/25/2022,48,28.87,-96.93,
1031438,5/25/2022,55,28.6439,-97.3845,
1031453,5/25/2022,103,28.87,-96.93,
1018798,5/25/2022,120,29.33,-96.09,
1031448,5/25/2022,124,28.3517,-97.3431,
1032943,5/25/2022,128,28.09,-97.04,
1018799,5/25/2022,215,29.45,-95.44,
1018800,5/25/2022,307,29.27,-94.86,
1031740,5/25/2022,420,29.97,-94,
1017072,5/25/2022,520,26.23,-97.66,
1017073,5/25/2022,529,26.16,-97.34,
1017074,5/25/2022,548,26.07,-97.16,
1017075,5/25/2022,554,26.07,-97.17,
1017077,5/25/2022,600,26,-97.17,
1017071,5/25/2022,607,26.1,-97.51,
1031417,5/27/2022,2239,36.36,-101.18,
1031337,5/31/2022,1638,34.79,-100.15,
1031334,5/31/2022,1650,34.77,-100.02,
1031336,5/31/2022,1730,35.44,-100.17,
1027900,5/31/2022,1730,34.681,-100.0317,
1022918,5/31/2022,1916,29.13,-103.52,
1032807,5/31/2022,2009,34.37,-99.35,
1032808,5/31/2022,2215,34.23,-99.28,
1018957,6/1/2022,34,34.4313,-100.284,
1025776,6/1/2022,1718,32.0312,-102.6803,
1025787,6/1/2022,1850,31.9402,-102.2121,
1025854,6/1/2022,1903,31.9327,-102.2006,
1025855,6/1/2022,1932,32.1066,-101.6235,
1025856,6/1/2022,2005,31.6188,-101.5601,
1040784,6/1/2022,2100,31.54,-100.51,
1033215,6/1/2022,2326,32.76,-99.09,
1040785,6/1/2022,2335,32.75,-99.25,
1033222,6/2/2022,330,32.94,-96.9,
1033223,6/2/2022,330,32.9407,-96.9246,
1039206,6/2/2022,1808,29.97,-94,
1021072,6/2/2022,2355,33.4066,-102.6102,
1041256,6/3/2022,1835,28.55,-97.62,
1038073,6/3/2022,1909,36.02,-102.55,
1038074,6/3/2022,1909,36.36,-102.13,
1025983,6/3/2022,2001,31.7807,-103.1946,
1026003,6/3/2022,2002,31.75,-103.15,
1026007,6/3/2022,2120,31.4134,-102.3565,
1026010,6/3/2022,2235,31.2055,-101.4856,
1031859,6/4/2022,150,29.38,-100.93,
1031861,6/4/2022,422,30.74,-98.24,
1038623,6/7/2022,1914,36.03,-102.55,
1038624,6/8/2022,405,36.36,-101.18,
1038625,6/8/2022,420,36.22,-101.19,
1038617,6/8/2022,422,36.28,-101.05,
1038618,6/8/2022,428,36.2,-101.2,
1038619,6/8/2022,444,36.19,-100.96,
1038620,6/8/2022,449,36.1,-100.77,
1038627,6/8/2022,451,35.84,-101.45,
1038629,6/8/2022,451,35.83,-101.92,
1038621,6/8/2022,453,35.87,-101.97,
1038626,6/8/2022,455,35.85,-102.02,
1038628,6/8/2022,459,36.22,-100.41,
1038630,6/8/2022,515,35.88,-101.03,
1038633,6/8/2022,527,35.84,-101.45,
1038631,6/8/2022,528,35.65,-101.62,
1038632,6/8/2022,528,35.42,-101.93,
1038634,6/8/2022,531,35.71,-100.46,
1038635,6/8/2022,536,35.34,-101.81,
1038639,6/8/2022,546,35.3,-101.54,
1038636,6/8/2022,550,35.33,-101.39,
1038622,6/8/2022,555,35.15,-101.88,
1038637,6/8/2022,555,35.62,-101,
1038638,6/8/2022,558,35.22,-101.72,
1038641,6/8/2022,613,35.23,-100.9,
1038640,6/8/2022,614,34.98,-101.5,
1038642,6/8/2022,620,35.03,-101.19,
1021314,6/8/2022,631,34.73,-101.8324,
1038643,6/8/2022,641,34.82,-101.12,
1021315,6/8/2022,658,34.6411,-100.8,
1021316,6/8/2022,659,34.4312,-101.1865,
1021317,6/8/2022,705,34.41,-101.07,
1038644,6/8/2022,707,34.79,-100.15,
1021319,6/8/2022,710,34.3889,-100.9124,
1021324,6/8/2022,710,34.4467,-100.1866,
1021326,6/8/2022,711,34.43,-100.2838,
1021330,6/8/2022,714,34.2366,-101.2715,
1021332,6/8/2022,718,34.7302,-100.5176,
1021334,6/8/2022,722,34.1333,-101.5721,
1021336,6/8/2022,732,34.0067,-101.3166,
1021337,6/8/2022,743,33.9434,-100.85,
1021339,6/8/2022,750,33.7701,-101,
1021342,6/8/2022,758,33.9033,-100.1367,
1021343,6/8/2022,800,33.6698,-101.3677,
1021345,6/8/2022,806,33.5214,-101.1636,
1021346,6/8/2022,810,33.5646,-100.4905,
1021347,6/8/2022,820,33.48,-100.8674,
1038917,6/8/2022,839,33.97,-98.51,
1021348,6/8/2022,840,33.2366,-100.5734,
1038918,6/8/2022,857,33.89,-98.54,
1038651,6/9/2022,1818,36.43,-101.55,
1038653,6/9/2022,1837,35.83,-101.92,
1038654,6/9/2022,1908,35.85,-101.45,
1038655,6/9/2022,1920,35.7,-101.4,
1038656,6/9/2022,1938,35.7,-101.4,
1038657,6/9/2022,1944,35.24,-102.35,
1038658,6/9/2022,2014,35.54,-100.93,
1038652,6/9/2022,2045,35.48,-100.95,
1038659,6/9/2022,2115,35.7,-101.4,
1038660,6/9/2022,2140,35.24,-100.57,
1038661,6/9/2022,2140,34.99,-102.08,
1021307,6/9/2022,2143,34.6411,-100.8,
1021308,6/9/2022,2155,34.3889,-100.9124,
1021309,6/9/2022,2202,34.7255,-100.5137,
1038662,6/9/2022,2222,34.79,-100.15,
1021310,6/9/2022,2235,34.4609,-100.1504,
1038919,6/9/2022,2330,34.37,-99.35,
1021311,6/9/2022,2350,34.0932,-102.13,
1038920,6/9/2022,2355,34.21,-99.29,
1038921,6/10/2022,25,33.95,-98.49,
1038922,6/10/2022,26,33.78,-98.8,
1038923,6/10/2022,32,33.89,-98.54,
1038924,6/10/2022,34,33.86,-98.58,
1038925,6/10/2022,35,33.97,-98.51,
1038665,6/12/2022,1711,36.14,-101.76,
1038666,6/12/2022,1810,36.41,-103.02,
1038667,6/12/2022,1901,35.84,-101.93,
1038668,6/12/2022,1929,35.71,-101.4,
1038669,6/12/2022,1949,34.85,-102.42,
1038670,6/12/2022,1955,35.69,-101.4,
1029210,6/14/2022,1804,31.7807,-103.1861,
1029218,6/14/2022,1814,31.7807,-103.1861,
1028969,6/14/2022,1823,31.7819,-103.0618,
1029202,6/14/2022,1832,31.867,-103.0147,
1029227,6/14/2022,1924,29.66,-103.18,
1041462,6/19/2022,1730,33.02,-96.55,
1038706,6/20/2022,1747,36.02,-102.55,
1038708,6/25/2022,1745,35.05,-100.89,
1036107,6/26/2022,1855,32.56,-97.31,
1036108,6/26/2022,1928,32.66,-97.1,
1036381,6/26/2022,1938,31.8307,-94.1555,
1031867,6/27/2022,1250,29.94,-98.09,
1031868,6/27/2022,1308,29.9,-98.23,
1031869,6/27/2022,1315,29.93,-98.24,
1031871,6/27/2022,1500,29.8502,-97.8567,
1031872,6/27/2022,1505,29.86,-97.95,
1031873,6/27/2022,1518,29.94,-97.9,
1031874,6/27/2022,1530,29.85,-97.95,
1041258,6/27/2022,1900,27.96,-97.61,
1031866,6/28/2022,1835,28.86,-100.51,
1047468,7/2/2022,1512,35.22,-101.72,
1045189,7/2/2022,1625,32.36,-97.37,
1047469,7/2/2022,1708,36.02,-102.55,
1045190,7/3/2022,1315,33.89,-97.53,
1026886,7/3/2022,1503,33.9033,-100.1367,
1026889,7/3/2022,1722,34.4312,-101.1865,
1026890,7/4/2022,1834,33.7255,-102.7539,
1026894,7/5/2022,1505,33.528,-101.8764,
1026893,7/5/2022,1844,34.3889,-100.9124,
1047470,7/6/2022,1533,36.09,-100.8,
1047472,7/6/2022,1717,35.7,-101.39,
1047471,7/6/2022,1720,35.66,-101.4,
1047477,7/8/2022,1614,36.19,-100.98,
1027951,7/8/2022,1644,34.0302,-102.4077,
1027952,7/8/2022,1850,33.5002,-102.1898,
1045191,7/9/2022,1501,32.05,-96.59,
1045962,7/9/2022,1618,33.16,-94.29,
1045963,7/9/2022,1640,32.67,-95.07,
1045964,7/9/2022,1650,33.02,-94.2,
1046316,7/9/2022,1715,31.23,-98.71,
1045965,7/9/2022,1718,32.71,-94.12,
1046315,7/9/2022,1820,31.65,-100.05,
1045192,7/9/2022,1825,32.39,-97.72,
1045193,7/9/2022,1825,32.39,-97.72,
1040098,7/10/2022,1456,29.89,-97.86,
1040099,7/10/2022,1517,29.74,-98.21,
1040100,7/10/2022,1555,29.97,-99.08,
1040101,7/10/2022,1632,30.09,-97.69,
1040102,7/10/2022,1708,29.98,-97.54,
1030825,7/10/2022,2010,30.04,-95.39,
1046320,7/12/2022,1528,31.43,-100.7,
1046317,7/12/2022,1531,31.43,-100.67,
1040352,7/12/2022,1710,30.86,-98.43,
1046318,7/12/2022,1830,31.01,-99.19,
1027953,7/12/2022,2005,34.5705,-102.2952,
1047464,7/12/2022,2208,35.66,-101.4,
1047238,7/13/2022,1812,31.97,-94.07,
1047239,7/13/2022,1812,31.97,-94.08,
1047237,7/13/2022,1812,31.96,-94.06,
1047240,7/13/2022,1900,32.76,-94.35,
1047241,7/13/2022,1901,32.75,-94.34,
1047242,7/13/2022,2200,31.44,-93.89,
1047243,7/13/2022,2230,31.2,-93.73,
1047244,7/13/2022,2230,31.32,-93.88,
1047245,7/14/2022,722,32.27,-95.11,
1047246,7/14/2022,730,32.33,-95.3,
1047247,7/14/2022,739,32.2303,-95.1787,
1045706,7/14/2022,1040,32.56,-96.85,
1045709,7/14/2022,1041,31.4,-96.36,
1045707,7/14/2022,1100,32.35,-96.87,
1045708,7/14/2022,1105,32.32,-96.89,
1046321,7/14/2022,1358,32.3058,-100.4182,
1046319,7/14/2022,1436,31.1,-98.51,
1040355,7/14/2022,1555,30.24,-98.91,
1048208,7/14/2022,1601,28.9,-97.19,
1048209,7/14/2022,1609,28.87,-96.93,
1040353,7/14/2022,1616,30.26,-99.35,
1040354,7/14/2022,1625,30.09,-99.15,
1035787,7/14/2022,1700,31.9402,-102.2121,
1047248,7/14/2022,1935,32.31,-95.19,
1047427,7/19/2022,2101,36.41,-103.02,
1045710,7/20/2022,1608,33.56,-97.47,
1045711,7/20/2022,1625,33.67,-97.38,
1045712,7/20/2022,1636,33.35,-97.86,
1045713,7/20/2022,1643,33.64,-97.22,
1045714,7/20/2022,1700,33.18,-97.87,
1045715,7/20/2022,1712,33.62,-97.15,
1045716,7/20/2022,1726,33.0358,-97.9562,
1030534,7/21/2022,1436,33.8577,-101.7695,
1047431,7/21/2022,1717,34.98,-101.5,
1047435,7/28/2022,1628,35.53,-102.27,
1047434,7/28/2022,1833,35.26,-101.88,
1036149,7/29/2022,1313,31.0666,-104.7732,
1037123,7/29/2022,1642,34.45,-101.19,
1047440,7/29/2022,1724,35.19,-102.06,
1054110,7/29/2022,1730,33.3881,-95.5817,
1047441,7/29/2022,2128,35.03,-101.19,
1046972,7/30/2022,1917,32.3617,-94.0801,
1047442,7/31/2022,2052,35.92,-100.28,
1037124,8/4/2022,1523,34.4454,-101.1905,
1037125,8/4/2022,1543,34.65,-101.5,
1037126,8/4/2022,1553,34.7425,-101.8425,
1054514,8/4/2022,1600,35.67,-101.28,
1054513,8/4/2022,1625,35.35,-101.24,
1054515,8/4/2022,1731,35.03,-101.19,
1037127,8/4/2022,1805,33.4808,-100.8761,
1037128,8/4/2022,1809,33.775,-101.038,
1037129,8/4/2022,1814,34.4565,-100.1989,
1037130,8/4/2022,2013,33.0815,-101.5161,
1037131,8/5/2022,440,34.4232,-102.1073,
1052085,8/5/2022,1408,32.5052,-94.6745,
1052083,8/5/2022,1530,33.1731,-94.9625,
1037132,8/7/2022,1718,33.8905,-100.3989,
1037133,8/9/2022,1445,34.0218,-102.4045,
1053024,8/9/2022,1640,32.24,-99.88,
1051818,8/10/2022,1229,32.32,-96.87,
1054113,8/10/2022,1530,32.9986,-97.1856,
1054118,8/10/2022,1530,33.4991,-97.2403,
1054119,8/10/2022,1530,33.0052,-97.2331,
1051820,8/10/2022,1548,33.37,-97.18,
1054131,8/10/2022,1552,33.4036,-97.1784,
1037732,8/10/2022,1748,29.9019,-95.3911,
1037602,8/10/2022,1758,33.8905,-100.3989,
1037735,8/10/2022,1813,29.81,-95.82,
1037743,8/10/2022,1815,29.8029,-95.9022,
1037739,8/10/2022,1824,29.7,-95.911,
1037740,8/10/2022,1824,29.8,-95.8198,
1052490,8/10/2022,2245,32.1408,-95.1205,
1040868,8/12/2022,1430,26.184,-97.9539,
1054112,8/15/2022,1730,27.51,-99.48,
1054340,8/17/2022,1547,31.4154,-97.4402,
1054124,8/17/2022,1600,31.8903,-97.7025,
1052127,8/17/2022,1612,31.76,-96.47,
1052487,8/17/2022,1640,32.796,-95.4483,
1052128,8/17/2022,1700,31.8,-97.09,
1046739,8/17/2022,1708,29.15,-103.53,
1052129,8/17/2022,1712,32.39,-97.92,
1046740,8/17/2022,1724,29.15,-103.52,
1046741,8/17/2022,1725,29.15,-103.52,
1052488,8/17/2022,1742,32.5907,-95.2,
1052130,8/17/2022,1855,32.45,-96.63,
1052131,8/17/2022,1900,32.37,-97,
1052132,8/17/2022,2015,32.61,-98.11,
1051048,8/22/2022,1556,29.37,-100.93,
1047695,8/28/2022,1602,29.15,-103.53,
1044342,8/28/2022,1635,33.552,-101.8753,
1044343,8/28/2022,1829,33.18,-101.78,
1047704,8/28/2022,1930,31.8599,-102.338,
1047714,8/28/2022,1931,31.8445,-102.3543,
1047725,8/28/2022,2231,31.28,-103.07,
1053989,8/29/2022,1434,31.949,-105.1981,
1054569,8/29/2022,1456,35.06,-101.8,
1054572,8/29/2022,1458,35.07,-101.79,
1054575,8/29/2022,1505,34.99,-101.73,
1053017,8/29/2022,1530,32.43,-100.56,
1044345,8/29/2022,1544,34.65,-101.48,
1044346,8/29/2022,1604,34.0302,-102.4077,
1044347,8/29/2022,1645,34.41,-101.07,
1044348,8/29/2022,1646,34.0067,-101.3166,
1044349,8/29/2022,1646,33.7398,-102.21,
1044350,8/29/2022,1650,34.3889,-100.9124,
1048660,8/29/2022,1702,31.89,-104.81,
1044351,8/29/2022,1703,33.58,-102.17,
1044352,8/29/2022,1710,33.6,-102.05,
1044353,8/29/2022,1718,33.73,-101.7256,
1044354,8/29/2022,1719,33.8577,-101.7695,
1044355,8/29/2022,1733,33.4814,-102.2236,
1044356,8/29/2022,1748,33.4505,-101.6255,
1044357,8/29/2022,1749,33.4188,-102.6164,
1047974,8/29/2022,1823,32.9198,-102.5622,
1044358,8/29/2022,1827,33.5214,-101.1636,
1044360,8/29/2022,1833,33.0809,-101.5171,
1047978,8/29/2022,1838,32.7467,-102.6368,
1044361,8/29/2022,1846,32.97,-101.8473,
1047987,8/29/2022,2000,32.0079,-102.3717,
1047989,8/29/2022,2009,32.1066,-101.6235,
1054578,8/29/2022,2133,36.2,-101.19,
1047990,8/29/2022,2153,30.9107,-102.9058,
1044378,9/3/2022,1310,33.4198,-102.0598,
1044379,9/3/2022,1356,33.6698,-101.3677,
1056730,9/3/2022,1750,32.28,-97.19,
1058359,9/4/2022,1342,32.93,-97.32,
1056733,9/4/2022,1345,33.02,-96.73,
1057325,9/4/2022,1350,32.82,-97.36,
1056745,9/4/2022,1356,32.99,-96.68,
1056746,9/4/2022,1400,32.75,-97.33,
1057275,9/4/2022,1412,32.95,-96.74,
1057326,9/4/2022,1413,33.17,-97.9,
1057330,9/4/2022,1414,32.89,-96.74,
1057331,9/4/2022,1418,32.83,-96.76,
1057332,9/4/2022,1421,32.74,-96.82,
1057327,9/4/2022,1427,32.68,-96.87,
1057328,9/4/2022,1430,32.85,-96.5,
1057329,9/4/2022,1430,32.83,-97.06,
1057276,9/4/2022,1516,32.4929,-97.054,
1057277,9/4/2022,1516,32.51,-97.85,
1056458,9/7/2022,700,32.3149,-94.9224,
1056460,9/7/2022,830,32.3089,-95.181,
1056461,9/7/2022,839,32.1178,-95.284,
1056462,9/7/2022,845,32.2302,-95.2384,
1052034,9/7/2022,1324,30.54,-94.94,
1058037,9/8/2022,1724,27.9736,-97.3967,
1058042,9/9/2022,1548,27.97,-97.64,
1049462,9/14/2022,1507,31.07,-104.07,
1049472,9/14/2022,1605,31.28,-103.07,
1046415,9/15/2022,1634,33.1511,-102.28,
1057510,9/15/2022,1636,36.22,-100.41,
1057512,9/15/2022,1638,35.15,-101.73,
1046416,9/15/2022,1705,33.73,-101.7256,
1056608,9/25/2022,1530,33.51,-94.62,
1057333,9/25/2022,1540,33.16,-95.95,
1057334,9/25/2022,1630,32.76,-96.84,
1057335,9/25/2022,1630,32.71,-96.76,
1058190,9/25/2022,1720,32.83,-97.25,
1061277,10/10/2022,1707,30.91,-102.91,
1061446,10/16/2022,150,33.79,-96.81,
1061275,10/16/2022,1631,31.12,-102.23,
1061833,10/24/2022,810,33.4112,-98.0147,
1061835,10/24/2022,842,33.15,-97.65,
1061834,10/24/2022,855,33.23,-97.6,
1060727,10/24/2022,1545,33.18,-99.89,
1059537,10/24/2022,1925,30.62,-98.37,
1059542,10/24/2022,1929,30.82,-98.2,
1062041,10/24/2022,1935,30.9356,-97.8249,
1060575,10/24/2022,1940,31.03,-97.65,
1060577,10/24/2022,1940,31.15,-97.52,
1060576,10/24/2022,1948,31.15,-97.41,
1058650,10/24/2022,1950,30.8065,-97.6167,
1059547,10/24/2022,1950,30.8,-97.62,
1060578,10/24/2022,1950,31.1,-97.36,
1059548,10/24/2022,1954,30.51,-97.83,
1059554,10/24/2022,1955,30.4149,-97.8982,
1059549,10/24/2022,2003,30.47,-97.64,
1059551,10/24/2022,2025,30.2,-97.82,
1061427,10/24/2022,2035,32.1105,-96.5568,
1059556,10/24/2022,2042,29.8997,-97.9853,
1061430,10/24/2022,2105,32.1086,-96.3208,
1057136,10/24/2022,2113,30.53,-96.69,
1061431,10/24/2022,2119,32.19,-96.05,
1059552,10/24/2022,2122,29.89,-97.67,
1061437,10/24/2022,2122,31.5294,-96.5391,
1057137,10/24/2022,2130,30.64,-96.34,
1057138,10/24/2022,2130,30.76,-96.22,
1056025,10/24/2022,2135,30.59,-96.36,
1057139,10/24/2022,2135,30.63,-96.33,
1057140,10/24/2022,2150,30.97,-96.11,
1061438,10/24/2022,2155,31.78,-95.7,
1057141,10/24/2022,2200,30.18,-96.4,
1057142,10/24/2022,2208,30.62,-96.39,
1056760,10/24/2022,2230,31.8678,-95.2895,
1056761,10/24/2022,2230,32.0401,-95.2804,
1057143,10/24/2022,2240,31.33,-95.48,
1057144,10/24/2022,2245,30.37,-95.8,
1057145,10/24/2022,2247,30.39,-95.62,
1056762,10/24/2022,2254,32.1108,-94.9668,
